trans_date_trans_time,cc_num,merchant,category,amt,gender,street,city,state,zip,city_pop,job,dob,merch_lat,merch_long,is_fraud,predicted_is_fraud
2020-06-24 22:30:10,180098888332620,fraud_Sawayn PLC,shopping_pos,996.31,M,08469 Trujillo Forge,Springville,NY,14141,7728,"Scientist, research (maths)",1959-03-30,43.110777,-78.685005,1,1
2020-06-24 23:06:34,180098888332620,"fraud_Mosciski, Ziemann and Farrell",shopping_net,902.3,M,08469 Trujillo Forge,Springville,NY,14141,7728,"Scientist, research (maths)",1959-03-30,41.940223,-78.541627,1,1
2020-06-24 23:15:28,180098888332620,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,741.77,M,08469 Trujillo Forge,Springville,NY,14141,7728,"Scientist, research (maths)",1959-03-30,43.225233,-77.81421800000001,1,1
2020-06-24 23:20:06,3593118134380341,fraud_Terry-Huel,shopping_net,900.77,F,6114 Moran Way,Steuben,ME,4680,1131,Make,1959-05-10,44.971125,-68.90919699999999,1,1
2020-06-24 23:24:22,180098888332620,fraud_Pfeffer and Sons,shopping_pos,1047.3,M,08469 Trujillo Forge,Springville,NY,14141,7728,"Scientist, research (maths)",1959-03-30,43.217469,-78.33609399999999,1,1
2020-06-24 23:46:55,3593118134380341,fraud_Ruecker Group,misc_net,737.99,F,6114 Moran Way,Steuben,ME,4680,1131,Make,1959-05-10,44.894012,-68.76144599999999,1,1
2020-06-24 23:54:32,3593118134380341,fraud_Turcotte-Halvorson,misc_pos,49.18,F,6114 Moran Way,Steuben,ME,4680,1131,Make,1959-05-10,45.216686,-67.15414100000001,1,1
2020-06-25 18:16:26,3593118134380341,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1046.97,F,6114 Moran Way,Steuben,ME,4680,1131,Make,1959-05-10,45.05939,-68.335587,1,1
2020-06-25 22:24:27,3593118134380341,fraud_Miller-Harris,misc_net,850.82,F,6114 Moran Way,Steuben,ME,4680,1131,Make,1959-05-10,44.386233,-68.757723,1,1
2020-06-25 23:01:19,3593118134380341,fraud_Goyette Inc,shopping_net,976.48,F,6114 Moran Way,Steuben,ME,4680,1131,Make,1959-05-10,44.955637,-67.503251,1,1
2020-06-26 01:35:14,213161231269724,"fraud_Osinski, Ledner and Leuschke",grocery_pos,297.2,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,33.248204,-85.74504499999999,1,1
2020-06-26 01:51:55,213161231269724,fraud_Kilback LLC,grocery_pos,315.72,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,34.843287,-85.800046,1,1
2020-06-26 05:56:53,213161231269724,"fraud_Schaefer, Maggio and Daugherty",gas_transport,8.32,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,33.27753,-86.362105,1,1
2020-06-26 09:31:33,6544734391390261,fraud_Kunze Inc,grocery_pos,309.04,M,701 Wilson Divide,Highland,IN,46322,23727,Community arts worker,1982-02-08,40.821649,-86.546862,1,1
2020-06-26 22:08:07,213161231269724,"fraud_Herman, Treutel and Dickens",misc_net,749.59,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,34.483166,-86.33510799999999,1,1
2020-06-26 22:20:01,213161231269724,fraud_Heathcote LLC,shopping_net,1129.53,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,34.539133,-86.76194100000001,1,1
2020-06-26 22:20:54,4681699462969,"fraud_Streich, Dietrich and Barton",shopping_net,1523.23,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,158701,"Journalist, newspaper",1978-03-06,36.796014,-87.044075,0,1
2020-06-26 22:55:04,213161231269724,fraud_Volkman Ltd,misc_net,844.29,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,34.590163000000004,-85.76717099999999,1,1
2020-06-26 23:18:46,6544734391390261,fraud_Schumm PLC,shopping_net,949.88,M,701 Wilson Divide,Highland,IN,46322,23727,Community arts worker,1982-02-08,41.618135,-87.55474699999999,1,1
2020-06-26 23:37:45,6544734391390261,fraud_Boyer PLC,shopping_net,935.06,M,701 Wilson Divide,Highland,IN,46322,23727,Community arts worker,1982-02-08,41.155063,-86.64502900000001,1,1
2020-06-26 23:38:10,6544734391390261,fraud_Kerluke-Abshire,shopping_net,1025.61,M,701 Wilson Divide,Highland,IN,46322,23727,Community arts worker,1982-02-08,41.802631,-88.38959200000001,1,1
2020-06-26 23:56:16,4755696071492,fraud_Kozey-Boehm,shopping_net,2507.89,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,20328,Site engineer,1985-06-20,32.980613,-97.133892,0,1
2020-06-27 00:42:18,3573386445588324,"fraud_Stroman, Hudson and Erdman",gas_transport,18.25,F,526 Stacy Walks,Barnard,SD,57426,63,Systems developer,1969-10-30,44.744951,-98.214561,1,1
2020-06-27 01:14:25,6544734391390261,fraud_Koss and Sons,gas_transport,11.82,M,701 Wilson Divide,Highland,IN,46322,23727,Community arts worker,1982-02-08,41.554511,-87.016728,1,1
2020-06-27 03:48:35,6544734391390261,fraud_Hackett-Lueilwitz,grocery_pos,294.78,M,701 Wilson Divide,Highland,IN,46322,23727,Community arts worker,1982-02-08,41.505282,-86.715398,1,1
2020-06-27 19:47:59,3573386445588324,fraud_Volkman Ltd,misc_net,667.17,F,526 Stacy Walks,Barnard,SD,57426,63,Systems developer,1969-10-30,46.0403,-97.71046,1,1
2020-06-27 22:55:13,3573386445588324,fraud_Spencer PLC,entertainment,614.72,F,526 Stacy Walks,Barnard,SD,57426,63,Systems developer,1969-10-30,44.920705,-99.264799,1,1
2020-06-27 23:04:11,213161231269724,"fraud_Towne, Greenholt and Koepp",shopping_net,996.41,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,34.247756,-84.94930500000001,1,1
2020-06-27 23:07:02,213161231269724,fraud_Medhurst PLC,shopping_net,895.25,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,33.710897,-85.09965600000001,1,1
2020-06-27 23:26:42,213161231269724,fraud_Bashirian Group,shopping_net,1134.41,F,622 Robin Run Suite 764,Gadsden,AL,35901,67082,Physiological scientist,1963-02-09,33.114693,-85.83744300000001,1,1
2020-06-28 02:01:49,3581130339108561,fraud_Heidenreich PLC,grocery_pos,314.28,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,40.256607,-81.036006,1,1
2020-06-28 03:23:52,3573386445588324,"fraud_Schumm, Bauch and Ondricka",grocery_pos,319.53,F,526 Stacy Walks,Barnard,SD,57426,63,Systems developer,1969-10-30,45.247843,-98.280882,1,1
2020-06-28 22:12:08,3581130339108561,"fraud_Labadie, Treutel and Bode",shopping_net,1159.89,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,40.763354,-81.317657,1,1
2020-06-28 22:21:29,3573386445588324,fraud_Gerlach Inc,shopping_net,1051.14,F,526 Stacy Walks,Barnard,SD,57426,63,Systems developer,1969-10-30,46.45845,-98.578936,1,1
2020-06-28 23:24:26,3581130339108561,fraud_Fisher-Schowalter,shopping_net,1142.66,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,41.894724,-81.866035,1,1
2020-06-28 23:28:24,3573386445588324,fraud_Miller-Harris,misc_net,777.75,F,526 Stacy Walks,Barnard,SD,57426,63,Systems developer,1969-10-30,45.128934,-98.292388,1,1
2020-06-28 23:32:30,3583635130604947,fraud_Jakubowski Inc,home,256.0,F,899 Michele View Suite 960,Philadelphia,PA,19149,1526206,Structural engineer,1985-01-01,39.959075,-75.631204,0,1
2020-06-28 23:48:51,3581130339108561,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1197.26,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,40.199599,-81.10859599999999,1,1
2020-06-29 00:15:24,571844099986,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,307.26,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,37.582402,-85.696596,1,1
2020-06-29 01:17:03,4761403817546679245,fraud_Lemke-Gutmann,shopping_net,969.7,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,37.310617,-92.913015,1,1
2020-06-29 01:29:03,3581130339108561,"fraud_Goldner, Kovacek and Abbott",grocery_pos,314.73,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,40.870022,-81.91135,1,1
2020-06-29 02:10:13,4761403817546679245,fraud_Auer-Mosciski,grocery_pos,347.63,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,37.370362,-91.874828,1,1
2020-06-29 02:23:28,3528231451607350,"fraud_Schultz, Simonis and Little",grocery_pos,342.87,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.533647,-75.101612,1,1
2020-06-29 02:44:41,571844099986,fraud_Kunze Inc,grocery_pos,291.15,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,37.790394,-85.506713,1,1
2020-06-29 03:32:01,3528231451607350,"fraud_Schultz, Simonis and Little",grocery_pos,326.49,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,40.115189,-75.488261,1,1
2020-06-29 06:55:59,4761403817546679245,fraud_Gleason-Macejkovic,shopping_net,1071.19,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,36.218266,-91.793638,1,1
2020-06-29 08:16:40,571844099986,"fraud_Osinski, Ledner and Leuschke",grocery_pos,344.74,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,37.618824,-85.43769300000001,1,1
2020-06-29 22:10:42,3528231451607350,fraud_Dooley Inc,shopping_pos,854.92,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,38.759631,-74.136925,1,1
2020-06-29 22:28:03,213178765398315,"fraud_Ruecker, Beer and Collier",shopping_net,3632.96,M,748 Bryan Fields Suite 935,Riverton,WY,82501,19408,"Lecturer, higher education",1993-09-11,42.397495,-108.769871,0,1
2020-06-29 22:43:27,3528231451607350,fraud_Lockman Ltd,grocery_pos,320.36,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,40.013038,-74.902923,1,1
2020-06-29 23:28:28,571844099986,fraud_Sawayn PLC,shopping_pos,888.56,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,38.033283,-85.15483499999999,1,1
2020-06-29 23:40:46,571844099986,fraud_Jaskolski-Vandervort,misc_net,878.42,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,37.68554,-84.893428,1,1
2020-06-29 23:55:16,3581130339108561,"fraud_Gottlieb, Considine and Schultz",shopping_net,1004.99,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,40.682223,-80.74166,1,1
2020-06-29 23:55:18,3581130339108561,fraud_Brown PLC,misc_net,793.07,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,41.703644,-80.949957,1,1
2020-06-29 23:56:05,3581130339108561,fraud_Jewess LLC,shopping_pos,1013.85,M,622 Robert Summit,Akron,OH,44307,272134,Call centre manager,1964-03-15,40.166832,-82.007641,1,1
2020-06-30 00:03:56,3586008444788268,fraud_Schmitt Inc,gas_transport,9.78,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,46.832982,-121.160406,1,1
2020-06-30 00:16:08,571844099986,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,302.75,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,38.526678,-85.630686,1,1
2020-06-30 00:24:48,3528231451607350,fraud_Bins-Rice,gas_transport,18.82,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.297454,-74.974855,1,1
2020-06-30 00:27:19,571844099986,fraud_Bogisich Inc,grocery_pos,315.39,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,37.478147,-86.731721,1,1
2020-06-30 01:25:08,3586008444788268,fraud_Fisher Inc,shopping_net,1020.48,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,47.856895,-121.562764,1,1
2020-06-30 01:32:44,4761403817546679245,fraud_Kerluke PLC,misc_net,795.07,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,36.52083,-92.26128,1,1
2020-06-30 01:40:26,4761403817546679245,"fraud_Langworth, Boehm and Gulgowski",shopping_net,829.4,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,35.582421999999994,-91.611369,1,1
2020-06-30 02:02:32,30551643947183,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,319.23,F,1441 Bradley Place,Grover,NC,28073,5621,Toxicologist,1973-11-14,34.210592,-80.548441,1,1
2020-06-30 02:11:22,3586008444788268,fraud_Ledner-Pfannerstill,gas_transport,8.06,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,46.570814,-121.952525,1,1
2020-06-30 02:16:22,30551643947183,fraud_Sawayn PLC,shopping_pos,772.65,F,1441 Bradley Place,Grover,NC,28073,5621,Toxicologist,1973-11-14,35.055611,-81.829295,1,1
2020-06-30 02:36:40,4761403817546679245,fraud_Miller-Hauck,grocery_pos,353.35,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,36.867779,-91.124677,1,1
2020-06-30 02:59:45,3586008444788268,fraud_Kiehn Inc,grocery_pos,348.48,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,47.635992,-122.36239,1,1
2020-06-30 03:06:29,3528231451607350,fraud_DuBuque LLC,grocery_pos,320.73,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,38.785077,-75.598612,1,1
2020-06-30 03:13:30,3586008444788268,"fraud_Goyette, Howell and Collier",shopping_pos,826.27,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,48.399267,-121.500632,1,1
2020-06-30 03:16:01,3586008444788268,fraud_Wilkinson Ltd,entertainment,483.28,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,47.375404,-121.358143,1,1
2020-06-30 03:21:07,30551643947183,fraud_Fisher-Schowalter,shopping_net,1071.12,F,1441 Bradley Place,Grover,NC,28073,5621,Toxicologist,1973-11-14,35.853558,-81.172494,1,1
2020-06-30 03:27:49,3528231451607350,fraud_Kuhic Inc,grocery_pos,307.33,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,38.653216,-74.367462,1,1
2020-06-30 03:49:23,3528231451607350,fraud_Doyle Ltd,grocery_pos,347.88,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.416971,-74.20669699999999,1,1
2020-06-30 03:59:50,3586008444788268,"fraud_Effertz, Welch and Schowalter",entertainment,520.02,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,46.780492,-122.916246,1,1
2020-06-30 10:04:00,4761403817546679245,fraud_Boyer-Reichert,shopping_net,989.92,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,1679,Psychiatric nurse,1986-05-02,36.729191,-92.401574,1,1
2020-06-30 12:27:14,571844099986,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1143.96,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,39.219237,-86.65425400000001,1,1
2020-06-30 21:38:41,3528231451607350,"fraud_Kihn, Abernathy and Douglas",shopping_net,1123.95,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.045168,-74.554456,1,1
2020-06-30 22:02:57,3528231451607350,fraud_McGlynn-Heathcote,misc_net,830.06,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,38.668035,-74.77953199999999,1,1
2020-06-30 23:04:32,571844099986,"fraud_Gottlieb, Considine and Schultz",shopping_net,993.55,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,38.188666,-86.542169,1,1
2020-06-30 23:16:18,3528231451607350,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,970.38,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.403926,-74.773576,1,1
2020-06-30 23:16:28,3528231451607350,"fraud_Kerluke, Kertzmann and Wiza",misc_net,809.53,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,38.487274,-74.886792,1,1
2020-06-30 23:16:40,571844099986,"fraud_Haley, Jewess and Bechtelar",shopping_pos,917.97,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,37.6226,-85.91279300000001,1,1
2020-06-30 23:45:52,3528231451607350,"fraud_Huel, Hammes and Witting",grocery_pos,359.26,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.48877,-75.297022,1,1
2020-06-30 23:46:30,3528231451607350,fraud_Torphy-Goyette,shopping_pos,727.32,F,83719 Wilson Shore,Heislerville,NJ,8324,526,Exercise physiologist,1940-09-06,39.889722,-74.958256,1,1
2020-06-30 23:48:35,571844099986,"fraud_Huel, Hammes and Witting",grocery_pos,284.94,F,005 Cody Estates,Louisville,KY,40202,736284,Engineering geologist,1952-04-02,39.075545,-85.607381,1,1
2020-07-01 03:52:51,3586008444788268,fraud_Bashirian Group,shopping_net,1001.99,F,000 Jennifer Mills,Issaquah,WA,98027,50489,Osteopath,1984-02-29,47.402638,-122.645785,1,1
2020-07-02 03:23:51,4956828990005111019,fraud_Klocko LLC,misc_net,730.98,M,269 Sanchez Rapids,Elizabeth,NJ,7208,124967,Operational researcher,1980-12-21,41.154369,-74.97283399999999,0,1
2020-07-02 23:17:05,3540416671210051,fraud_Balistreri-Nader,misc_pos,9.03,F,44613 James Turnpike,Rice,MN,56367,6263,"Engineer, water",1944-05-30,44.823867,-94.689224,1,1
2020-07-03 00:18:13,3540416671210051,"fraud_Casper, Hand and Zulauf",grocery_pos,286.73,F,44613 James Turnpike,Rice,MN,56367,6263,"Engineer, water",1944-05-30,46.462649,-94.151278,1,1
2020-07-03 00:41:07,3589255887819806,"fraud_Moen, Reinger and Murphy",grocery_pos,278.04,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,39.31171,-77.683835,1,1
2020-07-03 01:52:30,3589255887819806,fraud_Kuvalis Ltd,gas_transport,6.99,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,40.036844,-79.139843,1,1
2020-07-03 09:35:53,3589255887819806,"fraud_Schumm, Bauch and Ondricka",grocery_pos,305.34,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,40.159578,-78.10995600000001,1,1
2020-07-03 22:31:00,3540416671210051,"fraud_Schmeler, Bashirian and Price",shopping_net,1115.94,F,44613 James Turnpike,Rice,MN,56367,6263,"Engineer, water",1944-05-30,45.518257,-94.170698,1,1
2020-07-03 22:44:10,3589255887819806,fraud_McGlynn-Heathcote,misc_net,693.71,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,39.840071,-78.945141,1,1
2020-07-03 23:07:22,3589255887819806,"fraud_Langworth, Boehm and Gulgowski",shopping_net,991.33,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,39.333607,-77.99670400000001,1,1
2020-07-03 23:13:05,3540416671210051,fraud_Kuphal-Bartoletti,misc_net,912.89,F,44613 James Turnpike,Rice,MN,56367,6263,"Engineer, water",1944-05-30,45.958943,-94.553793,1,1
2020-07-03 23:22:20,3540416671210051,fraud_Gleason-Macejkovic,shopping_net,1061.91,F,44613 James Turnpike,Rice,MN,56367,6263,"Engineer, water",1944-05-30,44.782366,-93.49626,1,1
2020-07-03 23:43:45,3589255887819806,fraud_Gerlach Inc,shopping_net,840.53,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,40.146169,-78.837614,1,1
2020-07-04 01:26:48,3589255887819806,fraud_Doyle Ltd,grocery_pos,291.0,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,39.993252000000005,-78.240985,1,1
2020-07-04 03:17:41,4989847570577635369,fraud_Kiehn Inc,grocery_pos,352.15,F,21178 Brittney Locks,Prosperity,SC,29127,8333,Archaeologist,1994-07-09,34.737279,-81.36533100000001,1,1
2020-07-04 10:28:50,4989847570577635369,fraud_Cole PLC,grocery_pos,349.74,F,21178 Brittney Locks,Prosperity,SC,29127,8333,Archaeologist,1994-07-09,33.595316,-81.34936,1,1
2020-07-04 22:35:47,3589255887819806,fraud_Hills-Witting,shopping_net,874.99,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,39.618476,-77.753339,1,1
2020-07-04 23:44:03,3589255887819806,fraud_Schmitt Ltd,misc_net,709.43,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,3766,Press photographer,1984-02-14,39.114715,-77.385777,1,1
2020-07-05 00:18:33,4462038234743679432,"fraud_Casper, Hand and Zulauf",grocery_pos,343.75,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,579,Hydrogeologist,1945-11-26,31.462816,-105.91891499999998,1,1
2020-07-05 01:46:18,4989847570577635369,fraud_Bradtke PLC,grocery_pos,338.47,F,21178 Brittney Locks,Prosperity,SC,29127,8333,Archaeologist,1994-07-09,33.852327,-80.962576,1,1
2020-07-05 02:44:58,4989847570577635369,fraud_Will Ltd,food_dining,136.93,F,21178 Brittney Locks,Prosperity,SC,29127,8333,Archaeologist,1994-07-09,35.143215000000005,-82.367929,1,1
2020-07-05 03:42:14,4989847570577635369,fraud_Connelly PLC,food_dining,115.28,F,21178 Brittney Locks,Prosperity,SC,29127,8333,Archaeologist,1994-07-09,33.233527,-82.20876700000001,1,1
2020-07-05 03:50:28,4989847570577635369,fraud_Wilkinson Ltd,entertainment,520.74,F,21178 Brittney Locks,Prosperity,SC,29127,8333,Archaeologist,1994-07-09,34.537761,-81.55863199999999,1,1
2020-07-05 22:29:31,4462038234743679432,fraud_Roberts-Beahan,misc_pos,51.79,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,579,Hydrogeologist,1945-11-26,32.128386,-105.636375,1,1
2020-07-05 22:48:02,30273037698427,"fraud_Turner, Ruecker and Parisian",misc_pos,653.52,M,06959 Stephen Branch Suite 246,Thida,AR,72165,111,Careers information officer,2000-06-13,35.035307,-91.90809,0,1
2020-07-06 00:44:35,4462038234743679432,fraud_Lockman Ltd,grocery_pos,315.89,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,579,Hydrogeologist,1945-11-26,31.251258,-104.773467,1,1
2020-07-06 01:01:59,30197398657930,fraud_Jast Ltd,shopping_net,794.77,F,9727 Deleon Mountain,Creedmoor,NC,27522,12335,Chief Strategy Officer,1987-09-19,35.320414,-79.222925,1,1
